symbol,datetime_utc,funding_rate,mark_price,open_interest,open_interest_value
XRPUSDT,2026-02-27 16:00:00,-0.00015959,1.35594533,,
XRPUSDT,2026-02-28 00:00:00,-0.00021992,1.35511074,,
XRPUSDT,2026-02-28 08:00:00,-0.00020446,1.30207924,,
XRPUSDT,2026-02-28 16:00:00,-0.00021653,1.32316184,,
XRPUSDT,2026-03-01 00:00:00,-0.00013135,1.37557232,,
XRPUSDT,2026-03-01 08:00:00,5.472e-05,1.3971,,
XRPUSDT,2026-03-01 16:00:00,-3.737e-05,1.3779,,
XRPUSDT,2026-03-02 00:00:00,-1.98e-05,1.3518,,
XRPUSDT,2026-03-02 08:00:00,-1.595e-05,1.3463,,
XRPUSDT,2026-03-02 16:00:00,-4.485e-05,1.39984994,,
XRPUSDT,2026-03-03 00:00:00,2.442e-05,1.38953832,,
XRPUSDT,2026-03-03 08:00:00,-2.964e-05,1.3629,,
XRPUSDT,2026-03-03 16:00:00,-0.0001756,1.36396133,,
XRPUSDT,2026-03-04 00:00:00,3.719e-05,1.36002618,,
XRPUSDT,2026-03-04 08:00:00,-1.946e-05,1.37448894,,
XRPUSDT,2026-03-04 16:00:00,4.778e-05,1.4622,,
XRPUSDT,2026-03-05 00:00:00,0.0001,1.43040238,,
XRPUSDT,2026-03-05 08:00:00,-2.01e-05,1.4122,,
XRPUSDT,2026-03-05 16:00:00,-2.715e-05,1.4161,,
XRPUSDT,2026-03-06 00:00:00,4.685e-05,1.40286782,,
XRPUSDT,2026-03-06 08:00:00,-3.398e-05,1.4069,,
XRPUSDT,2026-03-06 16:00:00,-0.00012629,1.35525048,,
XRPUSDT,2026-03-07 00:00:00,-0.00015399,1.36259449,,
XRPUSDT,2026-03-07 08:00:00,-8.882e-05,1.3663,,
XRPUSDT,2026-03-07 16:00:00,-0.00013883,1.35621755,,
XRPUSDT,2026-03-08 00:00:00,-0.00014122,1.35595228,,
XRPUSDT,2026-03-08 08:00:00,-0.00016475,1.35943008,,
XRPUSDT,2026-03-08 16:00:00,-0.00018592,1.34472718,,
XRPUSDT,2026-03-09 00:00:00,-0.00014421,1.33934561,,
XRPUSDT,2026-03-09 08:00:00,-0.00013655,1.33963362,,
XRPUSDT,2026-03-09 16:00:00,-3.775e-05,1.35953253,,
XRPUSDT,2026-03-10 00:00:00,-4.4e-07,1.36218944,,
XRPUSDT,2026-03-10 08:00:00,2.127e-05,1.3868,,
XRPUSDT,2026-03-10 16:00:00,1.775e-05,1.43049545,,
XRPUSDT,2026-03-11 00:00:00,-6.9e-05,1.3856,,
XRPUSDT,2026-03-11 08:00:00,-8.439e-05,1.3779,,
XRPUSDT,2026-03-11 16:00:00,-3.675e-05,1.3818,,
XRPUSDT,2026-03-12 00:00:00,-1.186e-05,1.3839211,,
XRPUSDT,2026-03-12 08:00:00,-0.00021619,1.3755,,
XRPUSDT,2026-03-12 16:00:00,-1.613e-05,1.37851195,,
XRPUSDT,2026-03-13 00:00:00,-1.574e-05,1.38406525,,
XRPUSDT,2026-03-13 08:00:00,0.0001,1.41475934,,
XRPUSDT,2026-03-13 16:00:00,9.512e-05,1.4082,,
XRPUSDT,2026-03-14 00:00:00,-3.777e-05,1.3981446,,
XRPUSDT,2026-03-14 08:00:00,-4.684e-05,1.3935,,
XRPUSDT,2026-03-14 16:00:00,-8.856e-05,1.38949373,,
XRPUSDT,2026-03-15 00:00:00,-9.162e-05,1.4056,,
XRPUSDT,2026-03-15 08:00:00,3.192e-05,1.407,,
XRPUSDT,2026-03-15 16:00:00,8.806e-05,1.415,,
XRPUSDT,2026-03-16 00:00:00,9.386e-05,1.44851544,,
XRPUSDT,2026-03-16 08:00:00,0.0001,1.4823039,,
XRPUSDT,2026-03-16 16:00:00,8.1e-07,1.4924,,
XRPUSDT,2026-03-17 00:00:00,3.052e-05,1.54213789,,
XRPUSDT,2026-03-17 08:00:00,6.496e-05,1.5292,,
XRPUSDT,2026-03-17 16:00:00,-3.703e-05,1.51271044,,
XRPUSDT,2026-03-18 00:00:00,1.516e-05,1.51768199,,
XRPUSDT,2026-03-18 08:00:00,-1.504e-05,1.51918009,,
XRPUSDT,2026-03-18 16:00:00,-2.566e-05,1.44029461,,
XRPUSDT,2026-03-19 00:00:00,-6.332e-05,1.464,,
